,topic,tweet_volume
0,#방탄소년단,918284.0
1,#BTS_Butter,843627.0
2,#Resign_PM_Modi,439640.0
3,1 Bitcoin,141857.0
4,billie,121537.0
5,Jordan,80551.0
6,SPOTIFY KING JIMIN,68629.0
7,Donation,66027.0
8,Delhi HC,53179.0
9,हाई कोर्ट,46601.0
10,Hazard,40624.0
11,Marcelo,40390.0
12,SSRians Pray 4 Better India,40303.0
13,Donating,39996.0
14,Congratulations Jimin,39240.0
15,CHARTBUSTER SEETI MAAR,38428.0
16,#RCBvsDC,25714.0
17,Shaw,21966.0
18,Mishra,21196.0
19,Pant,20524.0
20,Zidane,19091.0
21,KINDEST ACTOR AKSHAY KUMAR,18902.0
22,Siraj,17119.0
23,Pyare Khan,14149.0
24,#AbdeVilliers,
25,Hetmyer,
26,Stoinis,
27,Yorkers,
28,Jamieson,
29,Hetty,
30,MPLADS,
31,Harshal,
32,Avesh Khan,
33,Captaincy,
34,Sundar,
35,Azpi,
36,Ponting,
37,Sams,
38,Agartala,
39,Arfa,
40,Royal Challengers Bangalore,
41,Rabada,
42,Patidar,
43,charan,
44,Ishant,
45,Steve Smith,
46,DUSK BLUE,
47,Binga,
48,#DelhiCapitals,
