,topic,tweet_volume
0,#BTS_Butter,843627.0
1,Tucker Carlson,172194.0
2,Real Madrid,152903.0
3,billie,121537.0
4,Fox News,120019.0
5,wonpil,112019.0
6,Flowers,86589.0
7,The CDC,61340.0
8,Fields,59256.0
9,Willow,54617.0
10,Andrew Brown Jr.,49958.0
11,Sega,42288.0
12,Marcelo,40390.0
13,Mario Party,20390.0
14,Rose McGowan,18252.0
15,New CDC,17850.0
16,aaron taylor johnson,17452.0
17,SNKRS,14468.0
18,Pulisic,12685.0
19,Babe Ruth,12550.0
20,Joe Rogan,
21,#WhyImSingle,
22,#YIAYgame,
23,Real ID,
24,Steve Harvey,
25,lightning mcqueen crocs,
26,James Carville,
27,Fear Factor,
28,Chris Simms,
29,PERCY JACKSON,
30,Azpi,
31,Miitopia,
32,Nick Fuentes,
33,NewsRadio,
34,Sewell,
35,Victor Hill,
36,flintstones,
37,Pioneer League,
38,annabeth,
39,Chelsea Green,
40,Thanks CDC,
41,Scherff,
42,Hank Aaron,
43,Xerath,
44,The Tyranny of Big Tech,
45,Known Agenda,
46,Fairness Doctrine,
47,Tony Blair,
