,topic,tweet_volume
0,#BTSARMY,1098302.0
1,#방탄소년단,910140.0
2,#BTS_Butter,834239.0
3,Apple,484056.0
4,billie,118732.0
5,#Our_Healer_PILDAY,82308.0
6,ПОНИМАЮ,13237.0
7,Надеюсь,12412.0
8,#BTSнаВКФЕСТ,
9,Володин,
10,Аааа,
11,сталинградской,
12,хммм,
13,Котик,
14,зеленский,
15,Справа,
16,совета,
17,Европу,
18,РЫДАЮ,
19,донбассу,
20,Извиняюсь,
21,Подмосковья,
22,ростове,
23,Сложно,
24,Красивый,
25,академик черский,
26,Серьезно,
27,Оооо,
28,проще,
29,Ахметова,
30,ЗНАЕШЬ,
31,в любви,
32,Справедливо,
33,Отдохни,
34,Чжунли,
35,Простите,
36,А ОЙ,
37,Классно,
38,Бразилии,
39,в ссср,
40,Смотря,
41,СЧИТАЮ,
42,Президент,
43,Многие,
44,Боже,
45,Moscow,
46,Андрей Воробьев,
47,Иисус,
48,Солнышко,
49,Скажите,
